Date,Signal,Foreign_IR,Domestic_IR,FX_Rate,Equity,Asset Pos,Unreal_Return,Real_Return
2007/11/1,0.000778863,0.0465,0.005975,114.67,13924.96954,27849.93907,0.095822968,0.392496954
2007/11/2,0.000780496,0.0465,0.00595,114.86,15308.14369,27849.93907,0,0.530814369
2007/11/5,0.000780527,0.0464625,0.0059125,114.55,15308.14369,30616.28737,0.0870125,0.530814369
2007/11/6,0.000780176,0.0464563,0.005925,114.73,15308.14369,30616.28737,0.090276332,0.530814369
2007/11/7,0.000777931,0.0463375,0.005925,112.63,15308.14369,30616.28737,0.051674173,0.530814369
2007/11/8,0.000776723,0.046275,0.005925,112.6,15308.14369,30616.28737,0.051003241,0.530814369
2007/11/9,0.000776677,0.0462625,0.0059125,110.69,15308.14369,30616.28737,0.016100527,0.530814369
2007/11/12,0.000775604,0.0462375,0.0059375,109.41,15308.14369,30616.28737,-0.007354438,0.530814369
2007/11/13,0.000772545,0.046275,0.0059625,110.9,15612.94221,30616.28737,0,0.561294221
2007/11/14,0.000778711,0.0466375,0.006,111.33,15612.94221,31225.88442,0.087275,0.561294221
2007/11/15,0.000791348,0.0471375,0.0060125,110.31,15612.94221,31225.88442,0.069074855,0.561294221
2007/11/16,0.000796816,0.047425,0.006025,111.09,15612.94221,31225.88442,0.08430902,0.561294221
2007/11/19,0.000794883,0.0473,0.006,109.77,15612.94221,31225.88442,0.059249636,0.561294221
2007/11/20,0.00079821,0.047475,0.006,109.98,15612.94221,31225.88442,0.063546403,0.561294221
2007/11/21,0.000798427,0.0475,0.0060125,108.42,16147.3315,31225.88442,0,0.61473315
2007/11/22,0.000803373,0.0477375,0.006,108.44,16147.3315,32294.66299,0.089475,0.61473315
2007/11/23,0.000802444,0.0477,0.0060125,108.29,16147.3315,32294.66299,0.086489031,0.61473315
2007/11/26,0.000806706,0.04795,0.0060375,107.41,16147.3315,32294.66299,0.069954929,0.61473315
2007/11/27,0.000807865,0.048075,0.0061,108.97,16147.3315,32294.66299,0.100294923,0.61473315
2007/11/28,0.000812768,0.048425,0.0061875,110.03,16147.3315,32294.66299,0.121407534,0.61473315
2007/11/29,0.000816346,0.048675,0.0062625,109.94,18086.61253,32294.66299,0,0.808661253
2007/11/30,0.000817874,0.0487375,0.00625,111.24,18086.61253,36173.22506,0.091225,0.808661253
2007/12/3,0.000818034,0.048675,0.0061875,110.47,18086.61253,36173.22506,0.076644705,0.808661253
2007/12/4,0.000820205,0.04875,0.00615,109.87,18086.61253,36173.22506,0.06551779,0.808661253
2007/12/5,0.000817741,0.0486375,0.0061625,110.9,18086.61253,36173.22506,0.084702274,0.808661253
2007/12/6,0.000815089,0.0485,0.0061625,111.32,18086.61253,36173.22506,0.092345591,0.808661253
2007/12/7,0.000793781,0.0473625,0.006125,111.69,19842.34886,36173.22506,0,0.984234886
2007/12/10,0.000766434,0.0459875,0.0061625,111.71,19842.34886,39684.69772,0.0858125,0.984234886
2007/12/11,0.000738939,0.0445,0.0061,110.66,19842.34886,39684.69772,0.063264784,0.984234886
2007/12/12,0.000724545,0.0436875,0.0060375,112.24,19842.34886,39684.69772,0.091240899,0.984234886
2007/12/13,0.00072073,0.0436125,0.00605,112.22,19842.34886,39684.69772,0.090704001,0.984234886
2007/12/14,0.000719525,0.043525,0.006075,113.28,19842.34886,39684.69772,0.110306917,0.984234886
2007/12/17,0.000722806,0.0436375,0.0060625,112.95,21913.52513,39684.69772,0,1.191352513
2007/12/18,0.00072852,0.0438625,0.0060125,113.4,21913.52513,43827.05026,0.0817125,1.191352513
2007/12/19,0.000727276,0.0438875,0.006,113.43,21913.52513,43827.05026,0.082327321,1.191352513
2007/12/20,0.000642526,0.0439125,0.0103,113.14,21913.52513,43827.05026,0.0727381,1.191352513
2007/12/21,0.000779489,0.0509375,0.0102875,114.05,21913.52513,43827.05026,0.103635284,1.191352513
2007/12/24,0.000783247,0.050875,0.0100375,114.3,21913.52513,43827.05026,0.108393056,1.191352513
2007/12/27,0.000843889,0.0506,0.00675,113.73,24117.25009,43827.05026,0,1.411725009
2007/12/28,0.000738904,0.044725,0.0062625,112.29,24117.25009,48234.50018,0.0831875,1.411725009
2007/12/31,0.000744693,0.044875,0.006125,111.75,24117.25009,48234.50018,0.073575441,1.411725009
2008/1/2,0.000748326,0.0449875,0.00605,109.66,24117.25009,48234.50018,0.034974655,1.411725009
2008/1/3,0.000749028,0.044975,0.006,109.32,24117.25009,48234.50018,0.028672135,1.411725009
2008/1/4,0.00074681,0.044775,0.005975,108.6,24476.82827,48234.50018,0,1.447682827
2008/1/7,0.000731396,0.0439375,0.0059375,109.18,24476.82827,48953.65654,0.0819375,1.447682827
2008/1/8,0.000727506,0.0437375,0.0059375,108.9,24476.82827,48953.65654,0.07618402,1.447682827
2008/1/9,0.000722176,0.0434375,0.005925,110.05,24476.82827,48953.65654,0.097579248,1.447682827
2008/1/10,0.000719304,0.0433,0.0059375,109.34,24476.82827,48953.65654,0.083720349,1.447682827
2008/1/11,0.000714923,0.0430875,0.00595,108.84,24476.82827,48953.65654,0.073728393,1.447682827
2008/1/14,0.000712793,0.043,0.005975,108.17,24476.82827,48953.65654,0.060727876,1.447682827
2008/1/15,0.000712412,0.0429938,0.0059875,106.79,25317.28618,48953.65654,0,1.531728618
2008/1/16,0.000711253,0.042925,0.005975,107.64,25317.28618,50634.57237,0.079875,1.531728618
2008/1/17,0.000711478,0.042925,0.0059625,106.54,25317.28618,50634.57237,0.058571679,1.531728618
2008/1/18,0.000710004,0.04285,0.0059625,106.87,25317.28618,50634.57237,0.064817498,1.531728618
2008/1/21,0.000709354,0.0428,0.0059438,105.99,25317.28618,50634.57237,0.0476863,1.531728618
2008/1/22,0.000682545,0.0413,0.0059,106.44,25317.28618,50634.57237,0.053482609,1.531728618
2008/1/23,0.000557939,0.0348875,0.0059,106.72,26486.55531,50634.57237,0,1.648655531
2008/1/24,0.00054537,0.0342625,0.0059375,107.18,26486.55531,52973.11062,0.0625875,1.648655531
2008/1/25,0.000539449,0.0339625,0.0059375,106.73,26486.55531,52973.11062,0.053305225,1.648655531
2008/1/28,0.000530782,0.033525,0.00595,106.9,26486.55531,52973.11062,0.055699981,1.648655531
2008/1/29,0.000523584,0.0331625,0.0059688,107.11,26486.55531,52973.11062,0.059006669,1.648655531
2008/1/30,0.000515276,0.032775,0.0059875,106.23,26486.55531,52973.11062,0.041254304,1.648655531
2008/1/31,0.00049045,0.031475,0.005975,106.45,27623.47228,52973.11062,0,1.762347228
2008/2/1,0.000491874,0.0314875,0.005925,106.49,27623.47228,55246.94457,0.05705,1.762347228
2008/2/4,0.000499942,0.0319375,0.00595,106.71,27623.47228,55246.94457,0.062188804,1.762347228
2008/2/5,0.000510184,0.0324625,0.00595,106.82,27623.47228,55246.94457,0.06537396,1.762347228
2008/2/6,0.000501252,0.0319875,0.0059438,106.54,27623.47228,55246.94457,0.059000293,1.762347228
2008/2/7,0.000485265,0.031175,0.0059625,107.49,27623.47228,55246.94457,0.075754107,1.762347228
2008/2/8,0.000483359,0.0310875,0.005975,107.3,29609.20274,55246.94457,0,1.960920274
2008/2/11,0.000482614,0.0310375,0.0059625,106.97,29609.20274,59218.40547,0.0561125,1.960920274
2008/2/12,0.000483462,0.031075,0.00595,107.31,29609.20274,59218.40547,0.062754464,1.960920274
2008/2/13,0.000484296,0.03115,0.0059813,108.34,29609.20274,59218.40547,0.082731255,1.960920274
2008/2/14,0.000486088,0.0312563,0.006,107.87,29609.20274,59218.40547,0.073865702,1.960920274
2008/2/15,0.000488329,0.0313625,0.0059875,107.82,29609.20274,59218.40547,0.073128229,1.960920274
2008/2/18,0.000488339,0.0313375,0.0059625,108.23,29609.20274,59218.40547,0.081008756,1.960920274
2008/2/19,0.000488943,0.0313875,0.0059813,107.78,31753.30811,59218.40547,0,2.175330811
2008/2/20,0.000490792,0.03145,0.00595,108.12,31753.30811,63506.61623,0.05695,2.175330811
2008/2/21,0.000492161,0.0315313,0.0059563,107.4,31753.30811,63506.61623,0.043367814,2.175330811
2008/2/22,0.000488652,0.03135,0.0059563,107.17,31753.30811,63506.61623,0.038619717,2.175330811
2008/2/25,0.000489836,0.0314188,0.0059688,108.07,31753.30811,63506.61623,0.055914843,2.175330811
2008/2/26,0.000489658,0.0314125,0.0059688,107.28,31753.30811,63506.61623,0.040829813,2.175330811
2008/2/27,0.000488321,0.031425,0.0060563,106.49,32569.19349,63506.61623,0,2.256919349
2008/2/28,0.000486428,0.031425,0.00615,105.37,32569.19349,65138.38698,0.0567,2.256919349
2008/2/29,0.000485735,0.031375,0.0061375,103.74,32569.19349,65138.38698,0.024703204,2.256919349
2008/3/3,0.000485208,0.0313625,0.00615,103.49,32569.19349,65138.38698,0.019772086,2.256919349
2008/3/4,0.000484557,0.0313438,0.0061625,103.37,32569.19349,65138.38698,0.017373774,2.256919349
2008/3/5,0.000485205,0.0313375,0.006125,104.02,32569.19349,65138.38698,0.030123017,2.256919349
2008/3/6,0.000484814,0.0312813,0.0060875,102.67,32687.22468,65138.38698,0,2.268722468
2008/3/7,0.00048008,0.0310688,0.006125,102.67,32687.22468,65374.44935,0.0560126,2.268722468
2008/3/10,0.000475118,0.0308,0.0061,101.76,32687.22468,65374.44935,0.037227321,2.268722468
2008/3/11,0.000468035,0.030425,0.0061,103.42,32687.22468,65374.44935,0.069804422,2.268722468
2008/3/12,0.000451959,0.0295625,0.0060875,101.8,32687.22468,65374.44935,0.035588988,2.268722468
2008/3/13,0.000436754,0.0287625,0.006075,100.65,32687.22468,65374.44935,0.010968842,2.268722468
2008/3/14,0.000413754,0.0276,0.006125,99.09,31948.89335,65374.44935,0,2.194889335
2008/3/17,0.000380921,0.026025,0.006225,97.33,31948.89335,63897.7867,0.045825,2.194889335
2008/3/18,0.000381553,0.0263,0.0064625,99.86,31948.89335,63897.7867,0.099492868,2.194889335
2008/3/19,0.000374773,0.0268625,0.007375,99.04,31948.89335,63897.7867,0.082432089,2.194889335
2008/3/20,0.000375594,0.027625,0.0080875,99.51,31948.89335,63897.7867,0.093196046,2.194889335
2008/3/25,0.000347393,0.02835,0.01025,99.98,35221.98362,63897.7867,0,2.522198362
2008/3/26,0.000375438,0.029275,0.00975,99.2,35221.98362,70443.96724,0.0488,2.522198362
2008/3/27,0.000408242,0.0304375,0.0092125,99.65,35221.98362,70443.96724,0.061011227,2.522198362
2008/3/28,0.000440043,0.0297,0.0068375,99.23,35221.98362,70443.96724,0.053185302,2.522198362
2008/3/31,0.000440693,0.0295375,0.0066375,99.7,35221.98362,70443.96724,0.062815902,2.522198362
2008/4/1,0.000451561,0.0299125,0.00645,101.85,35221.98362,70443.96724,0.108400567,2.522198362
2008/4/2,0.000449142,0.0297625,0.0064125,102.36,39403.47893,70443.96724,0,2.940347893
2008/4/3,0.000442479,0.02935,0.00635,102.26,39403.47893,78806.95786,0.05235,2.940347893
2008/4/4,0.000429291,0.0286125,0.0063,101.47,39403.47893,78806.95786,0.035032102,2.940347893
2008/4/7,0.000423567,0.0282875,0.006275,102.4,39403.47893,78806.95786,0.053115573,2.940347893
2008/4/8,0.000424521,0.0282125,0.00615,102.66,39403.47893,78806.95786,0.058318908,2.940347893
2008/4/9,0.000421071,0.0280625,0.006175,101.81,39403.47893,78806.95786,0.040901924,2.940347893
2008/4/10,0.000419757,0.027925,0.0061125,101.95,41117.73574,78806.95786,0,3.111773574
2008/4/11,0.000412774,0.0275125,0.0060625,100.96,41117.73574,82235.47148,0.0489625,3.111773574
2008/4/14,0.000411108,0.027375,0.0060125,101.1,41117.73574,82235.47148,0.051586797,3.111773574
2008/4/15,0.000407481,0.0272625,0.006075,101.83,41117.73574,82235.47148,0.066154405,3.111773574
2008/4/16,0.000410864,0.0274,0.0060375,101.83,41117.73574,82235.47148,0.066469275,3.111773574
2008/4/17,0.000420255,0.0277625,0.0059125,102.48,41117.73574,82235.47148,0.08055939,3.111773574
2008/4/18,0.000425244,0.0280625,0.0059125,103.67,45451.69527,82235.47148,0,3.545169527
2008/4/21,0.000425901,0.028025,0.005875,103.27,45451.69527,90903.39053,0.050175,3.545169527
2008/4/22,0.000431816,0.0283313,0.005875,103.03,45451.69527,90903.39053,0.046007906,3.545169527
2008/4/23,0.000431485,0.0283375,0.0059125,103.38,45451.69527,90903.39053,0.052953206,3.545169527
2008/4/24,0.000426999,0.0281625,0.0059125,104.27,45451.69527,90903.39053,0.070324624,3.545169527
2008/4/25,0.000421728,0.0278875,0.005975,104.43,45451.69527,90903.39053,0.072891885,3.545169527
2008/4/28,0.000415265,0.0275875,0.006,104.19,48518.95332,90903.39053,0,3.851895332
2008/4/29,0.000405167,0.027075,0.006,104.02,48518.95332,97037.90664,0.04815,3.851895332
2008/4/30,0.000400162,0.0268188,0.006,103.92,48518.95332,97037.90664,0.045663328,3.851895332
2008/5/1,0.00038576,0.026075,0.006,104.43,48518.95332,97037.90664,0.054238651,3.851895332
2008/5/2,0.000385502,0.02605,0.0059875,105.4,48518.95332,97037.90664,0.073337053,3.851895332
2008/5/6,0.000381729,0.02585,0.0059875,104.78,48518.95332,97037.90664,0.06070281,3.851895332
2008/5/7,0.000373692,0.0253375,0.0059,104.73,51370.51452,97037.90664,0,4.137051452
2008/5/8,0.000364334,0.024725,0.0057875,103.74,51370.51452,102741.029,0.0436625,4.137051452
2008/5/9,0.000355104,0.024225,0.0057625,102.87,51370.51452,102741.029,0.02550848,4.137051452
2008/5/12,0.000350228,0.024,0.0057875,103.75,51370.51452,102741.029,0.042409917,4.137051452
2008/5/13,0.000350265,0.023975,0.0057625,104.75,51370.51452,102741.029,0.062126092,4.137051452
2008/5/14,0.000350201,0.024,0.0057938,105.04,51370.51452,102741.029,0.06787036,4.137051452
2008/5/15,0.000349555,0.0239625,0.0057875,104.75,54559.38278,102741.029,0,4.455938278
2008/5/16,0.000349974,0.023975,0.0057875,104.05,54559.38278,109118.7656,0.0421625,4.455938278
2008/5/19,0.000348311,0.0238625,0.0057625,104.33,54559.38278,109118.7656,0.047472957,4.455938278
2008/5/20,0.00033802,0.02335,0.0057875,103.68,54559.38278,109118.7656,0.03363447,4.455938278
2008/5/21,0.000331466,0.023025,0.0058,103.06,54559.38278,109118.7656,0.020782537,4.455938278
2008/5/22,0.000330809,0.0229875,0.0058,104.08,54559.38278,109118.7656,0.040764901,4.455938278
2008/5/23,0.00032928,0.0229375,0.005825,103.38,56025.73043,109118.7656,0,4.602573043
2008/5/27,0.000332129,0.0230875,0.005825,104.24,56025.73043,112051.4609,0.04035,4.602573043
2008/5/28,0.000341699,0.0236,0.005825,104.69,56025.73043,112051.4609,0.050212682,4.602573043
2008/5/29,0.000352069,0.0241813,0.005875,105.51,56025.73043,112051.4609,0.067443668,4.602573043
2008/5/30,0.000354987,0.0243,0.00585,105.52,56025.73043,112051.4609,0.067905487,4.602573043
2008/6/2,0.000352437,0.0242125,0.0059,104.43,56025.73043,112051.4609,0.046258699,4.602573043
2008/6/3,0.0003492,0.0240625,0.005925,105.09,59325.69876,112051.4609,0,4.932569876
2008/6/4,0.000344757,0.0238313,0.005925,105.23,59325.69876,118651.3975,0.0417376,4.932569876
2008/6/5,0.000338515,0.023525,0.0059375,105.94,59325.69876,118651.3975,0.054924203,4.932569876
2008/6/6,0.000336494,0.0234125,0.0059375,104.93,59325.69876,118651.3975,0.035052211,4.932569876
2008/6/9,0.000332433,0.0231875,0.005925,106.31,59325.69876,118651.3975,0.061452423,4.932569876
2008/6/10,0.000330224,0.0231125,0.0059625,107.44,59325.69876,118651.3975,0.083236531,4.932569876
2008/6/11,0.00032762,0.023,0.0059875,106.97,63706.51818,118651.3975,0,5.370651818
2008/6/12,0.000327005,0.0229625,0.005975,107.96,63706.51818,127413.0364,0.03995,5.370651818
2008/6/13,0.000326492,0.022975,0.006,108.19,63706.51818,127413.0364,0.04430873,5.370651818
2008/6/16,0.000327951,0.0230375,0.0059875,108.22,63706.51818,127413.0364,0.045015061,5.370651818
2008/6/17,0.000327736,0.023,0.0059625,107.93,63706.51818,127413.0364,0.039468956,5.370651818
2008/6/18,0.000328489,0.023025,0.0059625,107.88,63706.51818,127413.0364,0.038571346,5.370651818
2008/6/19,0.000327988,0.023,0.0059625,108.01,66317.53448,127413.0364,0,5.631753448
2008/6/20,0.000371786,0.026975,0.0076375,107.34,66317.53448,132635.069,0.0463125,5.631753448
2008/6/23,0.000372713,0.0269875,0.0076,107.85,66317.53448,132635.069,0.056133965,5.631753448
2008/6/24,0.00037274,0.0269125,0.007525,107.82,66317.53448,132635.069,0.055484237,5.631753448
2008/6/25,0.000369266,0.0268,0.0075,107.81,66317.53448,132635.069,0.055091914,5.631753448
2008/6/26,0.00037642,0.027025,0.0074375,106.81,66317.53448,132635.069,0.036470461,5.631753448
2008/6/27,0.000351571,0.0246875,0.006425,106.14,67646.4819,132635.069,0,5.76464819
2008/6/30,0.000350974,0.0245625,0.006325,106.21,67646.4819,135292.9638,0.0428,5.76464819
2008/7/1,0.00035467,0.0245875,0.0061375,106.13,67646.4819,135292.9638,0.041494011,5.76464819
2008/7/2,0.000358383,0.024625,0.0059875,105.92,67646.4819,135292.9638,0.037667146,5.76464819
2008/7/3,0.000357787,0.024575,0.005975,106.73,67646.4819,135292.9638,0.053207558,5.76464819
2008/7/4,0.000357351,0.0245,0.005925,106.81,67646.4819,135292.9638,0.054650181,5.76464819
2008/7/7,0.000356579,0.0244875,0.00595,107.18,71822.83914,135292.9638,0,6.182283914
2008/7/8,0.000356012,0.024425,0.0059125,107.51,71822.83914,143645.6783,0.0429375,6.182283914
2008/7/9,0.000354386,0.0243375,0.0059125,106.76,71822.83914,143645.6783,0.028470748,6.182283914
2008/7/10,0.000351985,0.0242125,0.0058875,107.07,71822.83914,143645.6783,0.034154029,6.182283914
2008/7/11,0.000351461,0.0241125,0.0058375,106.28,71822.83914,143645.6783,0.018954175,6.182283914
2008/7/14,0.000351128,0.02405,0.0057875,106.14,71822.83914,143645.6783,0.01621356,6.182283914
2008/7/15,0.000351281,0.024025,0.0057563,104.73,71056.8558,143645.6783,0,6.10568558
2008/7/16,0.000350898,0.02395,0.0057125,105.13,71056.8558,142113.7116,0.0421875,6.10568558
2008/7/17,0.000350078,0.02395,0.00575,106.28,71056.8558,142113.7116,0.064551646,6.10568558
2008/7/18,0.000346317,0.0237438,0.0057375,106.97,71056.8558,142113.7116,0.077585515,6.10568558
2008/7/21,0.000345092,0.0236625,0.005725,106.45,71056.8558,142113.7116,0.067305974,6.10568558
2008/7/22,0.000345804,0.0236625,0.0057,107.33,71056.8558,142113.7116,0.084468289,6.10568558
2008/7/23,0.000349332,0.0239188,0.0057625,107.9,77880.60214,142113.7116,0,6.788060214
2008/7/24,0.000347872,0.0238938,0.0058125,107.33,77880.60214,155761.2043,0.0419751,6.788060214
2008/7/25,0.000347797,0.0238938,0.0058125,107.84,77880.60214,155761.2043,0.051705573,6.788060214
2008/7/28,0.000353972,0.0242875,0.005875,107.46,77880.60214,155761.2043,0.04518127,6.788060214
2008/7/29,0.000360592,0.024625,0.00585,108.11,77880.60214,155761.2043,0.058292528,6.788060214
2008/7/30,0.000360578,0.0245563,0.0058125,108.13,77880.60214,155761.2043,0.058573463,6.788060214
2008/7/31,0.000356821,0.02435,0.0058,107.92,82098.75865,155761.2043,0,7.209875865
2008/8/1,0.000353242,0.0241375,0.005775,107.71,82098.75865,164197.5173,0.0425,7.209875865
2008/8/4,0.000352412,0.0241063,0.0057875,108.27,82098.75865,164197.5173,0.053074056,7.209875865
2008/8/5,0.000354283,0.0241625,0.00575,108.35,82098.75865,164197.5173,0.054745903,7.209875865
2008/8/6,0.000352676,0.0240625,0.0057375,109.8,82098.75865,164197.5173,0.082129225,7.209875865
2008/8/7,0.000354526,0.02415,0.005725,109.44,82098.75865,164197.5173,0.075474072,7.209875865
2008/8/8,0.000353858,0.0240875,0.0057,110.18,89441.97049,164197.5173,0,7.944197049
2008/8/11,0.000352846,0.0240125,0.005675,110.06,89441.97049,178883.941,0.04235,7.944197049
2008/8/12,0.000352508,0.0239875,0.0056594,109.27,89441.97049,178883.941,0.027615434,7.944197049
2008/8/13,0.000353369,0.0240188,0.0056469,109.53,89441.97049,178883.941,0.032528262,7.944197049
2008/8/14,0.000353522,0.0239938,0.0056219,109.74,89441.97049,178883.941,0.036411166,7.944197049
2008/8/15,0.000353072,0.0239813,0.0056344,110.54,89441.97049,178883.941,0.051259892,7.944197049
2008/8/18,0.000352811,0.02395,0.0056219,110.13,93339.9051,178883.941,0,8.33399051
2008/8/19,0.00035231,0.0239188,0.0056125,109.72,93339.9051,186679.8102,0.0422251,8.33399051
2008/8/20,0.000350475,0.0237875,0.0055875,109.86,93339.9051,186679.8102,0.044600155,8.33399051
2008/8/21,0.000357642,0.0241375,0.00555,108.44,93339.9051,186679.8102,0.018829703,8.33399051
2008/8/22,0.000357817,0.024175,0.0055688,110.08,93339.9051,186679.8102,0.049501998,8.33399051
2008/8/26,0.000358871,0.024275,0.005625,109.61,97154.8211,186679.8102,0,8.71548211
2008/8/27,0.000361036,0.0244,0.0056375,109.49,97154.8211,194309.6422,0.0431625,8.71548211
2008/8/28,0.000356339,0.02415,0.0056375,109.5,97154.8211,194309.6422,0.042849576,8.71548211
2008/8/29,0.000354725,0.0240625,0.0056375,108.8,97154.8211,194309.6422,0.029580328,8.71548211
2008/9/1,0.000353263,0.02395,0.0056,108.14,97154.8211,194309.6422,0.017049612,8.71548211
2008/9/2,0.000353082,0.0239375,0.0056,108.61,97154.8211,194309.6422,0.025815689,8.71548211
2008/9/3,0.000352407,0.0239,0.0056,108.29,99074.24153,194309.6422,0,8.907424153
2008/9/4,0.000349592,0.0237875,0.0056,107.08,99074.24153,198148.4831,0.041975,8.907424153
2008/9/5,0.000349736,0.0237563,0.0055875,107.73,99074.24153,198148.4831,0.054353968,8.907424153
2008/9/8,0.000347558,0.0236375,0.005575,108.28,99074.24153,198148.4831,0.06464294,8.907424153
2008/9/9,0.0003459,0.023525,0.00555,106.81,99074.24153,198148.4831,0.036338406,8.907424153
2008/9/10,0.000344508,0.023475,0.005575,107.7,99074.24153,198148.4831,0.05322697,8.907424153
2008/9/11,0.00034308,0.0234375,0.0055875,107.17,103335.215,198148.4831,0,9.333521505
2008/9/12,0.00034332,0.0234,0.0055625,107.95,103335.215,206670.4301,0.0412375,9.333521505
2008/9/15,0.000370199,0.0249375,0.00565,104.66,103335.215,206670.4301,-0.018249189,9.333521505
2008/9/16,0.000571356,0.03875,0.009125,105.65,103335.215,206670.4301,0.024111452,9.333521505
2008/9/17,0.000678348,0.0436875,0.0083125,104.66,103335.215,206670.4301,0.01544542,9.333521505
2008/9/18,0.000686926,0.043375,0.0075625,105.44,103335.215,206670.4301,0.030667421,9.333521505
2008/9/19,0.000591241,0.0383125,0.007475,107.45,109486.9198,206670.4301,0,9.948691978
2008/9/22,0.0005911,0.0383125,0.00745,105.52,109486.9198,218973.8396,0.069175,9.948691978
2008/9/23,0.000594992,0.0384375,0.007375,105.56,109486.9198,218973.8396,0.070287292,9.948691978
2008/9/24,0.000610344,0.039375,0.0075375,106.11,109486.9198,218973.8396,0.082835534,9.948691978
2008/9/25,0.000614357,0.04,0.008,106.56,109486.9198,218973.8396,0.092500379,9.948691978
2008/9/26,0.000589811,0.0396875,0.0090875,106.01,109486.9198,218973.8396,0.07994343,9.948691978
2008/9/29,0.000569798,0.0389375,0.009325,104.18,114103.2207,218973.8396,0,10.41032207
2008/9/30,0.000616923,0.0425,0.0103125,106.11,114103.2207,228206.4413,0.0746875,10.41032207
2008/10/1,0.0005943,0.0415625,0.0106,105.72,114103.2207,228206.4413,0.064868617,10.41032207
2008/10/2,0.000581814,0.0406875,0.010375,105.34,114103.2207,228206.4413,0.055896252,10.41032207
2008/10/3,0.000610155,0.0404875,0.008775,105.32,114103.2207,228206.4413,0.056706924,10.41032207
2008/10/6,0.000584726,0.039375,0.008975,101.82,114103.2207,228206.4413,-0.014268328,10.41032207
2008/10/7,0.000622154,0.0416875,0.0091375,101.48,112201.3012,228206.4413,0,10.22013012
2008/10/8,0.00067679,0.0451875,0.0098125,99.14,112201.3012,224402.6025,0.0805625,10.22013012
2008/10/9,0.000718412,0.047625,0.0101875,99.82,112201.3012,224402.6025,0.099433793,10.22013012
2008/10/10,0.00069883,0.046875,0.0104625,100.67,112201.3012,224402.6025,0.11559976,10.22013012
2008/10/13,0.000679283,0.04575,0.0104625,102.02,112201.3012,224402.6025,0.141795216,10.22013012
2008/10/14,0.000589601,0.04075,0.01015,102.08,112201.3012,224402.6025,0.133076952,10.22013012
2008/10/15,0.000543559,0.03825,0.0100125,99.96,121588.3432,224402.6025,0,11.15883432
2008/10/16,0.000483114,0.0345,0.009325,101.58,121588.3432,243176.6864,0.059675,11.15883432
